battery_id,cycle,SOC_start,SOC_end,DoD,IR_ohm,QD_Ah,QC_Ah,V_mean_V,V_min_V,V_max_V,Tavg_C,Tmin_C,Tmax_C,chargetime_min,discharge_time_min,SOH,T_amb_K,fault_type
BATT_EO_001,1,0.99,0.712690516806533,0.277309483193467,0.0793451648545856,4.0347978304413,3.95410187383247,7.92449590588027,7.46051424338594,8.37246846745694,10.0655751057673,-10,31.328601116001,55.780789170778,35.8672321576296,0.999949896020148,263.15,normal
BATT_EO_001,2,0.987151066873308,0.724231664940354,0.262919401932955,0.0363585819570469,4.03452881992725,3.95383824352871,7.97159844525707,7.54427908755803,8.38158230804489,18.0552107329196,-1.70737924470762,31.3683703527038,54.0106278021678,34.003905903385,0.999883226747771,271.15,normal
BATT_EO_001,3,0.99,0.712267291944423,0.277732708055577,0.0509883902311976,4.03428000945116,3.95359440926214,7.94131654433376,7.46604384791515,8.36118842029968,14.7258097860943,-9.24408257679585,31.3683703527038,55.141281302894,35.9173885891459,0.999821563680585,263.15,normal
BATT_EO_001,4,0.983616330469599,0.717534564282502,0.266081766187097,0.0366200976117251,4.0340098576283,3.95332966047573,7.96061881553898,7.52859333510568,8.38156672441518,18.1345460017524,-1.7719719905308,31.4043369680867,55.3645519167009,34.4085000402281,0.99975461155596,271.15,normal
BATT_EO_001,5,0.990000000000002,0.720283921788712,0.26971607821129,0.0501646943175478,4.03376045893759,3.95308524975884,7.95499117777125,7.4857548386937,8.37073313036757,14.8362909691325,-9.06053408368382,31.4043369680867,54.1115189159515,34.8761666497208,0.999692802710679,263.15,normal
BATT_EO_001,6,0.986599749700534,0.715799310131998,0.270800439568536,0.0368920749379027,4.03349364494457,3.95282377204568,7.95613362747021,7.52410154043671,8.36963027294488,17.9338707844944,-1.86636494218499,31.3927731773765,54.9523595116327,35.0141693263976,0.999626677805345,271.15,normal
BATT_EO_001,7,0.986271129939052,0.713196485424123,0.273074644514929,0.0504666740641335,4.03325023024391,3.95258522563904,7.94004175076585,7.46892969074294,8.35704619026491,14.8276429286677,-9.13793889132984,31.3927731773765,54.6727537233676,35.305950915069,0.999566351981143,263.15,normal
BATT_EO_001,8,0.98230873253094,0.713787539046898,0.268521193484042,0.0368165502153486,4.03298904489313,3.95232926399526,7.94914848423374,7.5197472030893,8.36325632856772,17.9788737395475,-1.82009958379092,31.3931044671883,54.948170515287,34.7150971705369,0.999501622030515,271.15,normal
BATT_EO_001,9,0.984272705312764,0.719729357609815,0.264543347702949,0.0496435411169048,4.03273743762688,3.95208268887434,7.9555022827083,7.4854375107959,8.38162508437437,15.18305931142,-8.9334630832825,31.3931044671883,54.9012173835349,34.1986707016888,0.999439265830702,263.15,normal
BATT_EO_001,10,0.99,0.735744911429833,0.254255088570167,0.0359024225748834,4.03247318952265,3.9518237257322,7.98701104246725,7.57174163174827,8.38164488900114,17.9222252445851,-1.51247750313661,31.3254695766235,51.6444752699317,32.866532440582,0.999373776833371,271.15,normal
BATT_EO_001,11,0.99,0.721747670418644,0.268252329581356,0.0499974966871929,4.03221895536375,3.95157457625647,7.96069104804323,7.48920223342156,8.3816387502004,14.977843718517,-9.0283056052175,31.3108810532173,54.484212984076,34.6736831481336,0.999310769606876,263.15,normal
BATT_EO_001,12,0.99,0.712806906961197,0.277193093038803,0.0373273496776532,4.03195324993963,3.95131418494083,7.95088560573627,7.51657064335418,8.3591778314277,17.7385823517197,-1.98260763514725,31.3895964548139,54.8723302192899,35.8270108959051,0.999244919439808,271.15,normal
BATT_EO_001,13,0.982988225645568,0.709094404473946,0.273893821171622,0.0506609473439642,4.03171522323435,3.95108091876966,7.9298290414681,7.45935562764929,8.34667424347866,14.8115190803369,-9.15379219075044,31.3895964548139,54.8201529259651,35.3983539664125,0.999185928930445,263.15,normal
BATT_EO_001,14,0.979035095755919,0.708375878588727,0.270659217167192,0.0369362669721153,4.03146730264436,3.95083795659147,7.93308532203512,7.50719081514539,8.33627630443667,17.8374820191308,-1.85939043666531,31.3750061391668,54.2959517272044,34.9782031340545,0.999124486405045,271.15,normal
