battery_id,cycle,SOC_start,SOC_end,DoD,IR_ohm,QD_Ah,QC_Ah,V_mean_V,V_min_V,V_max_V,Tavg_C,Tmin_C,Tmax_C,chargetime_min,discharge_time_min,SOH,T_amb_K
BATT_EO_001,1,0.99,0.723557061720479,0.266442938279521,0.0791639245666474,4.03479908986674,3.95410310806941,7.94181548208273,7.48526804627881,8.38163414203696,10.0527402809774,-10,31.2741955586549,54.151322628058,34.4617561062707,0.999950208145413,263.15
BATT_EO_001,2,0.99,0.711832279489706,0.278167720510294,0.0373521020625443,4.03453137462601,3.95384074713349,7.94997427186179,7.51443272175413,8.36172189671846,17.7448328648372,-2.00548511520532,31.3997897268384,55.2699122019034,35.9759864634725,0.999883859882531,271.15
BATT_EO_001,3,0.983797227088599,0.720861057644594,0.262936169444005,0.0493004955484424,4.03428161291051,3.9535959806523,7.95703716904135,7.48850247094849,8.37986428767678,15.2186827309461,-8.89556173456634,31.3997897268384,54.5814287746508,34.003905903385,0.99982196106828,263.15
BATT_EO_001,4,0.989454655636704,0.728831906820332,0.260622748816372,0.0362934028401685,4.03401353548119,3.95333326477156,7.9778238890124,7.5550810656611,8.38160335250073,17.9451937130653,-1.65827121328891,31.3409034331324,53.0689459753017,33.7025525228326,0.999755523043665,271.15
BATT_EO_001,5,0.99,0.717960742848318,0.272039257151682,0.050337585441997,4.03375691824083,3.95308177987601,7.95574818006975,7.47997778606464,8.381608983134,14.9893329092931,-9.11776205470903,31.3409034331324,55.2744616549117,35.1766016286175,0.999691925214579,263.15
BATT_EO_001,6,0.99,0.72388347007162,0.26611652992838,0.0366316395351239,4.03348538492858,3.95281567723001,7.97162158186795,7.54306096071744,8.38159216879657,17.9361476233072,-1.77157519783293,31.3693711925466,54.0674040209236,34.4085000402281,0.999624630713402,271.15
BATT_EO_001,7,0.990000000000002,0.705237930141375,0.284762069858628,0.0516930262419664,4.0332458552253,3.95258093812079,7.9249564584766,7.44885877163904,8.34576458210493,14.4595313078764,-9.38792759410052,31.3693711925466,54.9009333197766,36.81692224918,0.999565267713829,263.15
BATT_EO_001,8,0.975473995022419,0.713339571301022,0.262134423721397,0.036401472921055,4.03299423452165,3.95233434983122,7.94301267405788,7.51943518140087,8.35411851867374,18.1069966069976,-1.68870908668077,31.381055314009,54.4552752957862,33.8893986449394,0.999502908183805,271.15
BATT_EO_001,9,0.981398317689421,0.710547115113288,0.270851202576133,0.0502133478752777,4.0327547309517,3.95209963633267,7.93388434444104,7.46331466702614,8.3531072828079,14.9825411628589,-9.08641408343595,31.381055314009,54.9523595116327,35.0141693263976,0.999443551660893,263.15
BATT_EO_001,10,0.981068923716304,0.715424352233509,0.265644571482795,0.0365791823632633,4.03249003826915,3.95184023750376,7.95452215263548,7.52374228374145,8.37325550881341,18.147826018147,-1.76091374553801,31.4014034973655,55.2447607320552,34.3389889855397,0.99937795248306,271.15
BATT_EO_001,11,0.987402914336884,0.719791915095535,0.267610999241349,0.0499399870823607,4.03224417375711,3.95159929028196,7.95241019802189,7.48490958101099,8.36734357225451,14.901831977252,-9.00751123813666,31.4014034973655,53.9745161416921,34.5909421542095,0.99931701951849,263.15
BATT_EO_001,12,0.985533439883024,0.716945125558668,0.268588314324356,0.0368521040785978,4.03197685289734,3.95133731583939,7.95772397275041,7.52683852816689,8.373569785167,17.9760369501228,-1.82103259355813,31.3931205432596,54.948170515287,34.7150971705369,0.999250768995624,271.15
BATT_EO_001,13,0.987497986771976,0.708947418806894,0.278550567965082,0.0510677026022546,4.03173945574493,3.95110466663003,7.93026022392983,7.45816310283058,8.33903777527693,14.6053861939897,-9.25593433152136,31.3931205432596,54.358936561351,36.000383188839,0.999191934509275,263.15
BATT_EO_001,14,0.97661560721436,0.705079101529904,0.271536505684456,0.0370230780704197,4.03148947412911,3.95085968464653,7.92896332725771,7.49968106641114,8.34019548316001,17.9465242449431,-1.87714518068464,31.3997096593064,55.2190438335502,35.0918000152518,0.999129981196805,271.15
BATT_EO_001,15,0.976999167523224,0.722666265324786,0.254332902198438,0.0485306985171853,4.0312443524301,3.9506194653815,7.95677364222547,7.49424726521129,8.38165032948703,15.4638389666184,-8.65942996523904,31.3997096593064,54.284511617282,32.866532440582,0.999069232324684,263.15
BATT_EO_001,16,0.99,0.726557781076343,0.263442218923657,0.0365426998042579,4.03097466102809,3.95035516780753,7.97460101194589,7.54932560846535,8.38162668154135,17.9132830530719,-1.71386686751424,31.3532011683716,53.4907294939546,34.0415005906513,0.999002394306837,271.15
BATT_EO_001,17,0.99,0.699938837653257,0.290061162346743,0.0523158262717661,4.03073017149531,3.95011556806541,7.91909021327836,7.43586447316497,8.34571034981984,14.515535277595,-9.48690822379217,31.3614364842533,56.231260841658,37.4786956296042,0.998941802105406,263.15
BATT_EO_001,18,0.976895621850495,0.699600667635463,0.277294954215032,0.0373464021745134,4.03048761759836,3.9498778652464,7.91580696289869,7.4867848994596,8.31784965898779,17.7452394329983,-1.97991932422684,31.3896577192809,54.8723302192899,35.8270108959051,0.998881689615456,271.15
BATT_EO_001,19,0.969880967984698,0.70561039065586,0.264270577328839,0.0495906061501962,4.03025729170888,3.94965214587471,7.91987053854224,7.45329459865564,8.34373450088465,15.289292798782,-8.92195459440427,31.3896577192809,55.31868317313,34.1422782509171,0.998824607610628,263.15
BATT_EO_001,20,0.97810443254787,0.70891880741428,0.269185625133589,0.0368856954066096,4.0300120708598,3.9494118294426,7.93229891706884,7.50847889300808,8.33291693083386,17.8301991598753,-1.8274701480949,31.3654799613664,53.9482658850216,34.7751911574563,0.998763834165996,271.15
BATT_EO_001,21,0.974678718837717,0.703905734701673,0.270772984136044,0.0503275668920607,4.02978838883295,3.94919262105629,7.91304326441416,7.44809780680798,8.32264004086012,14.8599242218797,-9.07977451937057,31.3654799613664,54.2959517272044,34.9782031340545,0.998708398719441,263.15
BATT_EO_001,22,0.971393502880447,0.691853660471177,0.27953984240927,0.0375515249759251,4.02955791860202,3.94896676022998,7.89473392393254,7.46927103396691,8.29025074185098,17.6105101214985,-2.02112547510387,31.3826982723494,54.6286893912523,36.1086404728572,0.998651280942261,271.15
BATT_EO_001,23,0.960996410105411,0.684879396347332,0.276117013758079,0.050887651079526,4.02935547665818,3.94876836712501,7.86678179394334,7.40480995649575,8.2680942002855,14.7302901706281,-9.19925988981748,31.3826982723494,54.5758895054255,35.6645691913812,0.998601109456797,263.15
BATT_EO_001,24,0.953775931284523,0.682473488582902,0.271302442701621,0.0370822922155297,4.0291393819819,3.94855659434226,7.86872818881263,7.44940716113062,8.26899344314509,17.9239521273433,-1.86866805508708,31.3973742013015,55.1240431273098,35.0409093298706,0.998547554394522,271.15
BATT_EO_001,25,0.954085188078386,0.685571471217103,0.268513716861283,0.0500603723994063,4.0289257865129,3.94834727078264,7.87592306756965,7.40776872409238,8.30279984184994,15.408161295723,-9.02308860361865,31.3973742013015,56.7166517368832,34.6789150184376,0.998494618714473,263.15
