battery_id,cycle,SOC_start,SOC_end,DoD,IR_ohm,QD_Ah,QC_Ah,V_mean_V,V_min_V,V_max_V,Tavg_C,Tmin_C,Tmax_C,chargetime_min,discharge_time_min,SOH,T_amb_K
BATT_EO_001,-0.9997061848097547,0.875394427724001,1.4156972113228974,-0.9665858706932735,0.5369416209183833,1.0355070927764403,1.0355070927764396,1.1691566695208473,1.4054884349597905,0.8865700537344797,-2.063588215974483,-0.26133935113559903,-4.199242139541158,-0.7236304992513992,-0.3802100368250059,1.035507092776437,0.0
BATT_EO_001,-0.9994123696195093,0.875394427724001,1.2909967974387406,-0.7511206393342754,-1.0920812403914097,1.0350626108324066,1.0350626108324,1.2087665119709123,1.5322202110136047,0.7985627136005642,0.5579954887386521,0.8569831474160616,-0.3951322355252429,0.3047352072881032,0.7667809094681549,1.0350626108324064,1.0
BATT_EO_001,-0.999118554429264,0.7958257090467425,1.3870235167945797,-1.031417087513771,-0.6199559667502363,1.0346479367460621,1.0346479367460544,1.243055941175403,1.419543259031047,0.8787477226928281,-0.302955410443676,-0.1068436527355635,-0.3951322355252429,-0.32821611164239883,-0.7366789523373528,1.0346479367460568,0.0
BATT_EO_001,-0.9988247392390187,0.8683987899914684,1.4717984978269736,-1.0742849629343898,-1.1341763121311321,1.0342028534679846,1.0342028534679664,1.3439727101329875,1.7088529604963114,0.8864339713819228,0.6262815538179314,0.9055535890149083,-2.178733626717948,-1.7187041681638744,-0.9738575155376707,1.0342028534679766,1.0
BATT_EO_001,-0.9985309240487733,0.875394427724001,1.3561768495924622,-0.8634951163524411,-0.5792305878799865,1.033776797298914,1.0337767972988998,1.2367980706495558,1.3825002116450507,0.8864588574281512,-0.38112136445025935,-0.13792641645316886,-2.178733626717948,0.30891770779287725,0.16724779542403675,1.0337767972989014,0.0
BATT_EO_001,-0.998237108858528,0.875394427724001,1.4191687688905685,-0.9726127472378989,-1.1207229675950803,1.0333259762916025,1.033325976291597,1.3138613314271534,1.6566209632929714,0.8863845420965724,0.6231985070081502,0.8897039224726486,-1.3164763491788416,-0.8007803491475555,-0.4214363824988044,1.033325976291592,1.0
BATT_EO_001,-0.9979432936682826,0.8753944277240266,1.2208617555378922,-0.6308036700881021,-0.5260644987744664,1.0329282901984347,1.0329282901984198,1.087308345567866,1.2472760782396277,0.7280352169594835,-0.5616859156257474,-0.17571885356645692,-1.3164763491788416,-0.03448235533592294,1.3836462806453933,1.032928290198429,0.0
BATT_EO_001,-0.9976494784780373,0.689055894929879,1.3070277913638975,-1.04626460431687,-1.1298773537566202,1.032510529673436,1.0325105296734338,1.1749688778020164,1.5539578297368248,0.7649576094525764,0.6814264738099757,0.9012957498448386,-0.9625770971856549,-0.44419422770781997,-0.8265598724428262,1.032510529673437,1.0
BATT_EO_001,-0.997355663287792,0.7650526741731655,1.2773282681224463,-0.8853425009406299,-0.5841071398571659,1.0321128869688827,1.0321128869688823,1.1306520480090365,1.3100925254312166,0.7604881898880245,-0.3834360963108464,-0.13354126712718362,-0.9625770971856549,0.012795871959663474,0.04380631219311247,1.0321128869688834,0.0
BATT_EO_001,-0.9970618480975466,0.7608272323013937,1.3292007443469045,-0.9813298412050739,-1.1228091608763409,1.031673423314179,1.03167342331416,1.2308458700381946,1.5726738524722463,0.8495385079611224,0.6953417664010834,0.891195312774682,-0.3462528923698887,0.28161241974768403,-0.47533934888937274,1.0316734233141698,1.0
